draw,chain,district
16172,2,4
16172,2,5
16177,2,1
16177,2,2
16177,2,3
16177,2,4
16177,2,5
16178,2,1
16178,2,2
16178,2,3
16178,2,4
16178,2,5
16185,2,1
16185,2,2
16185,2,3
16185,2,4
16185,2,5
16188,2,1
16188,2,2
16188,2,3
16188,2,4
16188,2,5
16193,2,1
16193,2,2
16193,2,3
16193,2,4
16193,2,5
16202,2,1
16202,2,2
16202,2,3
16202,2,4
16202,2,5
16205,2,1
16205,2,2
16205,2,3
16205,2,4
16205,2,5
16208,2,1
16208,2,2
16208,2,3
16208,2,4
16208,2,5
16214,2,1
16214,2,2
16214,2,3
16214,2,4
16214,2,5
16215,2,1
16215,2,2
16215,2,3
16215,2,4
16215,2,5
16220,2,1
16220,2,2
16220,2,3
16220,2,4
16220,2,5
16222,2,1
16222,2,2
16222,2,3
16222,2,4
16222,2,5
16226,2,1
16226,2,2
16226,2,3
16226,2,4
16226,2,5
16234,2,1
16234,2,2
16234,2,3
16234,2,4
16234,2,5
16235,2,1
16235,2,2
16235,2,3
16235,2,4
16235,2,5
16240,2,1
16240,2,2
16240,2,3
16240,2,4
16240,2,5
16241,2,1
16241,2,2
16241,2,3
16241,2,4
16241,2,5
16244,2,1
16244,2,2
16244,2,3
16244,2,4
16244,2,5
16251,2,1
16251,2,2
16251,2,3
16251,2,4
16251,2,5
16262,2,1
16262,2,2
16262,2,3
16262,2,4
16262,2,5
16263,2,1
16263,2,2
16263,2,3
16263,2,4
16263,2,5
16266,2,1
16266,2,2
16266,2,3
16266,2,4
16266,2,5
16269,2,1
16269,2,2
16269,2,3
16269,2,4
16269,2,5
16280,2,1
16280,2,2
16280,2,3
16280,2,4
16280,2,5
16282,2,1
16282,2,2
16282,2,3
16282,2,4
16282,2,5
16283,2,1
16283,2,2
16283,2,3
16283,2,4
16283,2,5
16284,2,1
16284,2,2
16284,2,3
16284,2,4
16284,2,5
16286,2,1
16286,2,2
16286,2,3
16286,2,4
16286,2,5
16289,2,1
16289,2,2
16289,2,3
16289,2,4
16289,2,5
16296,2,1
16296,2,2
16296,2,3
16296,2,4
16296,2,5
16303,2,1
16303,2,2
16303,2,3
16303,2,4
16303,2,5
16307,2,1
16307,2,2
16307,2,3
16307,2,4
16307,2,5
16308,2,1
16308,2,2
16308,2,3
16308,2,4
16308,2,5
16310,2,1
16310,2,2
16310,2,3
16310,2,4
16310,2,5
16312,2,1
16312,2,2
16312,2,3
16312,2,4
16312,2,5
16314,2,1
16314,2,2
16314,2,3
16314,2,4
16314,2,5
16326,2,1
16326,2,2
16326,2,3
16326,2,4
16326,2,5
16337,2,1
16337,2,2
16337,2,3
16337,2,4
16337,2,5
16356,2,1
16356,2,2
16356,2,3
16356,2,4
16356,2,5
16357,2,1
16357,2,2
16357,2,3
16357,2,4
16357,2,5
16366,2,1
16366,2,2
16366,2,3
16366,2,4
16366,2,5
16370,2,1
16370,2,2
16370,2,3
16370,2,4
16370,2,5
16372,2,1
16372,2,2
16372,2,3
16372,2,4
16372,2,5
16375,2,1
16375,2,2
16375,2,3
16375,2,4
16375,2,5
16380,2,1
16380,2,2
16380,2,3
16380,2,4
16380,2,5
16383,2,1
16383,2,2
16383,2,3
16383,2,4
16383,2,5
16389,2,1
16389,2,2
16389,2,3
16389,2,4
16389,2,5
16390,2,1
16390,2,2
16390,2,3
16390,2,4
16390,2,5
16395,2,1
16395,2,2
16395,2,3
16395,2,4
16395,2,5
16404,2,1
16404,2,2
16404,2,3
16404,2,4
16404,2,5
16411,2,1
16411,2,2
16411,2,3
16411,2,4
16411,2,5
16415,2,1
16415,2,2
16415,2,3
16415,2,4
16415,2,5
16419,2,1
16419,2,2
16419,2,3
16419,2,4
16419,2,5
16420,2,1
16420,2,2
16420,2,3
16420,2,4
16420,2,5
16428,2,1
16428,2,2
16428,2,3
16428,2,4
16428,2,5
16430,2,1
16430,2,2
16430,2,3
16430,2,4
16430,2,5
16434,2,1
16434,2,2
16434,2,3
16434,2,4
16434,2,5
16437,2,1
16437,2,2
16437,2,3
16437,2,4
16437,2,5
16441,2,1
16441,2,2
16441,2,3
16441,2,4
16441,2,5
16446,2,1
16446,2,2
16446,2,3
16446,2,4
16446,2,5
16449,2,1
16449,2,2
16449,2,3
16449,2,4
16449,2,5
16451,2,1
16451,2,2
16451,2,3
16451,2,4
16451,2,5
16452,2,1
16452,2,2
16452,2,3
16452,2,4
16452,2,5
16456,2,1
16456,2,2
16456,2,3
16456,2,4
16456,2,5
16457,2,1
16457,2,2
16457,2,3
16457,2,4
16457,2,5
16460,2,1
16460,2,2
16460,2,3
16460,2,4
16460,2,5
16466,2,1
16466,2,2
16466,2,3
16466,2,4
16466,2,5
16471,2,1
16471,2,2
16471,2,3
16471,2,4
16471,2,5
16474,2,1
16474,2,2
16474,2,3
16474,2,4
16474,2,5
16476,2,1
16476,2,2
16476,2,3
16476,2,4
16476,2,5
16477,2,1
16477,2,2
16477,2,3
16477,2,4
16477,2,5
16485,2,1
16485,2,2
16485,2,3
16485,2,4
16485,2,5
16488,2,1
16488,2,2
16488,2,3
16488,2,4
16488,2,5
16493,2,1
16493,2,2
16493,2,3
16493,2,4
16493,2,5
16495,2,1
16495,2,2
16495,2,3
16495,2,4
16495,2,5
16502,2,1
16502,2,2
16502,2,3
16502,2,4
16502,2,5
16507,2,1
16507,2,2
16507,2,3
16507,2,4
16507,2,5
16508,2,1
16508,2,2
16508,2,3
16508,2,4
16508,2,5
16523,2,1
16523,2,2
16523,2,3
16523,2,4
16523,2,5
16524,2,1
16524,2,2
16524,2,3
16524,2,4
16524,2,5
16526,2,1
16526,2,2
16526,2,3
16526,2,4
16526,2,5
16531,2,1
16531,2,2
16531,2,3
16531,2,4
16531,2,5
16532,2,1
16532,2,2
16532,2,3
16532,2,4
16532,2,5
16536,2,1
16536,2,2
16536,2,3
16536,2,4
16536,2,5
16539,2,1
16539,2,2
16539,2,3
16539,2,4
16539,2,5
16541,2,1
16541,2,2
16541,2,3
16541,2,4
16541,2,5
16552,2,1
16552,2,2
16552,2,3
16552,2,4
16552,2,5
16556,2,1
16556,2,2
16556,2,3
16556,2,4
16556,2,5
16558,2,1
16558,2,2
16558,2,3
16558,2,4
16558,2,5
16559,2,1
16559,2,2
16559,2,3
16559,2,4
16559,2,5
16571,2,1
16571,2,2
16571,2,3
16571,2,4
16571,2,5
16587,2,1
16587,2,2
16587,2,3
16587,2,4
16587,2,5
16611,2,1
16611,2,2
16611,2,3
16611,2,4
16611,2,5
16614,2,1
16614,2,2
16614,2,3
16614,2,4
16614,2,5
16620,2,1
16620,2,2
16620,2,3
16620,2,4
16620,2,5
16622,2,1
16622,2,2
16622,2,3
16622,2,4
16622,2,5
16624,2,1
16624,2,2
16624,2,3
16624,2,4
16624,2,5
16626,2,1
16626,2,2
16626,2,3
16626,2,4
16626,2,5
16628,2,1
16628,2,2
16628,2,3
16628,2,4
16628,2,5
16629,2,1
16629,2,2
16629,2,3
16629,2,4
16629,2,5
16641,2,1
16641,2,2
16641,2,3
16641,2,4
16641,2,5
16643,2,1
16643,2,2
16643,2,3
16643,2,4
16643,2,5
16644,2,1
16644,2,2
16644,2,3
16644,2,4
16644,2,5
16649,2,1
16649,2,2
16649,2,3
16649,2,4
16649,2,5
16651,2,1
16651,2,2
16651,2,3
16651,2,4
16651,2,5
16654,2,1
16654,2,2
16654,2,3
16654,2,4
16654,2,5
16656,2,1
16656,2,2
16656,2,3
16656,2,4
16656,2,5
16659,2,1
16659,2,2
16659,2,3
16659,2,4
16659,2,5
16660,2,1
16660,2,2
16660,2,3
16660,2,4
16660,2,5
16667,2,1
16667,2,2
16667,2,3
16667,2,4
16667,2,5
16669,2,1
16669,2,2
16669,2,3
16669,2,4
16669,2,5
16671,2,1
16671,2,2
16671,2,3
16671,2,4
16671,2,5
16676,2,1
16676,2,2
16676,2,3
16676,2,4
16676,2,5
16677,2,1
16677,2,2
16677,2,3
16677,2,4
16677,2,5
16678,2,1
16678,2,2
16678,2,3
16678,2,4
16678,2,5
16680,2,1
16680,2,2
16680,2,3
16680,2,4
16680,2,5
16681,2,1
16681,2,2
16681,2,3
16681,2,4
16681,2,5
16683,2,1
16683,2,2
16683,2,3
16683,2,4
16683,2,5
16685,2,1
16685,2,2
16685,2,3
16685,2,4
16685,2,5
16686,2,1
16686,2,2
16686,2,3
16686,2,4
16686,2,5
16693,2,1
16693,2,2
16693,2,3
16693,2,4
16693,2,5
16695,2,1
16695,2,2
16695,2,3
16695,2,4
16695,2,5
16699,2,1
16699,2,2
16699,2,3
16699,2,4
16699,2,5
16700,2,1
16700,2,2
16700,2,3
16700,2,4
16700,2,5
16705,2,1
16705,2,2
16705,2,3
16705,2,4
16705,2,5
16708,2,1
16708,2,2
16708,2,3
16708,2,4
16708,2,5
16709,2,1
16709,2,2
16709,2,3
16709,2,4
16709,2,5
16713,2,1
16713,2,2
16713,2,3
16713,2,4
16713,2,5
16721,2,1
16721,2,2
16721,2,3
16721,2,4
16721,2,5
16723,2,1
16723,2,2
16723,2,3
16723,2,4
16723,2,5
16724,2,1
16724,2,2
16724,2,3
16724,2,4
16724,2,5
16728,2,1
16728,2,2
16728,2,3
16728,2,4
16728,2,5
16729,2,1
16729,2,2
16729,2,3
16729,2,4
16729,2,5
16730,2,1
16730,2,2
16730,2,3
16730,2,4
16730,2,5
16734,2,1
16734,2,2
16734,2,3
16734,2,4
16734,2,5
16735,2,1
16735,2,2
16735,2,3
16735,2,4
16735,2,5
16738,2,1
16738,2,2
16738,2,3
16738,2,4
16738,2,5
16740,2,1
16740,2,2
16740,2,3
16740,2,4
16740,2,5
16745,2,1
16745,2,2
16745,2,3
16745,2,4
16745,2,5
16751,2,1
16751,2,2
16751,2,3
16751,2,4
16751,2,5
16757,2,1
16757,2,2
16757,2,3
16757,2,4
16757,2,5
16759,2,1
16759,2,2
16759,2,3
16759,2,4
16759,2,5
16764,2,1
16764,2,2
16764,2,3
16764,2,4
16764,2,5
16766,2,1
16766,2,2
16766,2,3
16766,2,4
16766,2,5
16771,2,1
16771,2,2
16771,2,3
16771,2,4
16771,2,5
16774,2,1
16774,2,2
16774,2,3
16774,2,4
16774,2,5
16775,2,1
16775,2,2
16775,2,3
16775,2,4
16775,2,5
16778,2,1
16778,2,2
16778,2,3
16778,2,4
16778,2,5
16782,2,1
16782,2,2
16782,2,3
16782,2,4
16782,2,5
16784,2,1
16784,2,2
16784,2,3
16784,2,4
16784,2,5
16786,2,1
16786,2,2
16786,2,3
16786,2,4
16786,2,5
16787,2,1
16787,2,2
16787,2,3
16787,2,4
16787,2,5
16788,2,1
16788,2,2
16788,2,3
16788,2,4
16788,2,5
16791,2,1
16791,2,2
16791,2,3
16791,2,4
16791,2,5
16798,2,1
16798,2,2
16798,2,3
16798,2,4
16798,2,5
16799,2,1
16799,2,2
16799,2,3
16799,2,4
16799,2,5
16803,2,1
16803,2,2
16803,2,3
16803,2,4
16803,2,5
16804,2,1
16804,2,2
16804,2,3
16804,2,4
16804,2,5
16808,2,1
16808,2,2
16808,2,3
16808,2,4
16808,2,5
16810,2,1
16810,2,2
16810,2,3
16810,2,4
16810,2,5
16814,2,1
16814,2,2
16814,2,3
16814,2,4
16814,2,5
16817,2,1
16817,2,2
16817,2,3
16817,2,4
16817,2,5
16818,2,1
16818,2,2
16818,2,3
16818,2,4
16818,2,5
16826,2,1
16826,2,2
16826,2,3
16826,2,4
16826,2,5
16828,2,1
16828,2,2
16828,2,3
16828,2,4
16828,2,5
16831,2,1
16831,2,2
16831,2,3
16831,2,4
16831,2,5
16837,2,1
16837,2,2
16837,2,3
16837,2,4
16837,2,5
16839,2,1
16839,2,2
16839,2,3
16839,2,4
16839,2,5
16840,2,1
16840,2,2
16840,2,3
16840,2,4
16840,2,5
16844,2,1
16844,2,2
16844,2,3
16844,2,4
16844,2,5
16846,2,1
16846,2,2
16846,2,3
16846,2,4
16846,2,5
16849,2,1
16849,2,2
16849,2,3
16849,2,4
16849,2,5
16851,2,1
16851,2,2
16851,2,3
16851,2,4
16851,2,5
16852,2,1
16852,2,2
16852,2,3
16852,2,4
16852,2,5
16853,2,1
16853,2,2
16853,2,3
16853,2,4
16853,2,5
16859,2,1
16859,2,2
16859,2,3
16859,2,4
16859,2,5
16862,2,1
16862,2,2
16862,2,3
16862,2,4
16862,2,5
16870,2,1
16870,2,2
16870,2,3
16870,2,4
16870,2,5
16872,2,1
16872,2,2
16872,2,3
16872,2,4
16872,2,5
16880,2,1
16880,2,2
16880,2,3
16880,2,4
16880,2,5
16884,2,1
16884,2,2
16884,2,3
16884,2,4
16884,2,5
16885,2,1
16885,2,2
16885,2,3
16885,2,4
16885,2,5
16886,2,1
16886,2,2
16886,2,3
16886,2,4
16886,2,5
16887,2,1
16887,2,2
16887,2,3
16887,2,4
16887,2,5
16888,2,1
16888,2,2
16888,2,3
16888,2,4
16888,2,5
16891,2,1
16891,2,2
16891,2,3
16891,2,4
16891,2,5
16894,2,1
16894,2,2
16894,2,3
16894,2,4
16894,2,5
16896,2,1
16896,2,2
16896,2,3
16896,2,4
16896,2,5
16900,2,1
16900,2,2
16900,2,3
16900,2,4
16900,2,5
16901,2,1
16901,2,2
16901,2,3
16901,2,4
16901,2,5
16904,2,1
16904,2,2
16904,2,3
16904,2,4
16904,2,5
16905,2,1
16905,2,2
16905,2,3
16905,2,4
16905,2,5
16907,2,1
16907,2,2
16907,2,3
16907,2,4
16907,2,5
16912,2,1
16912,2,2
16912,2,3
16912,2,4
16912,2,5
16915,2,1
16915,2,2
16915,2,3
16915,2,4
16915,2,5
16916,2,1
16916,2,2
16916,2,3
16916,2,4
16916,2,5
16917,2,1
16917,2,2
16917,2,3
16917,2,4
16917,2,5
16918,2,1
16918,2,2
16918,2,3
16918,2,4
16918,2,5
16919,2,1
16919,2,2
16919,2,3
16919,2,4
16919,2,5
16923,2,1
16923,2,2
16923,2,3
16923,2,4
16923,2,5
16928,2,1
16928,2,2
16928,2,3
16928,2,4
16928,2,5
16929,2,1
16929,2,2
16929,2,3
16929,2,4
16929,2,5
16930,2,1
16930,2,2
16930,2,3
16930,2,4
16930,2,5
16936,2,1
16936,2,2
16936,2,3
16936,2,4
16936,2,5
16942,2,1
16942,2,2
16942,2,3
16942,2,4
16942,2,5
16943,2,1
16943,2,2
16943,2,3
16943,2,4
16943,2,5
16944,2,1
16944,2,2
16944,2,3
16944,2,4
16944,2,5
16949,2,1
16949,2,2
16949,2,3
16949,2,4
16949,2,5
16950,2,1
16950,2,2
16950,2,3
16950,2,4
16950,2,5
16953,2,1
16953,2,2
16953,2,3
16953,2,4
16953,2,5
16956,2,1
16956,2,2
16956,2,3
16956,2,4
16956,2,5
16961,2,1
16961,2,2
16961,2,3
16961,2,4
16961,2,5
16969,2,1
16969,2,2
16969,2,3
16969,2,4
16969,2,5
16971,2,1
16971,2,2
16971,2,3
16971,2,4
16971,2,5
16977,2,1
16977,2,2
16977,2,3
16977,2,4
16977,2,5
16980,2,1
16980,2,2
16980,2,3
16980,2,4
16980,2,5
16984,2,1
16984,2,2
16984,2,3
16984,2,4
16984,2,5
16985,2,1
16985,2,2
16985,2,3
16985,2,4
16985,2,5
16995,2,1
16995,2,2
16995,2,3
16995,2,4
16995,2,5
17001,2,1
17001,2,2
17001,2,3
17001,2,4
17001,2,5
17003,2,1
17003,2,2
17003,2,3
17003,2,4
17003,2,5
17005,2,1
17005,2,2
17005,2,3
17005,2,4
17005,2,5
17009,2,1
17009,2,2
17009,2,3
17009,2,4
17009,2,5
17012,2,1
17012,2,2
17012,2,3
17012,2,4
17012,2,5
17015,2,1
17015,2,2
17015,2,3
17015,2,4
17015,2,5
17019,2,1
17019,2,2
17019,2,3
17019,2,4
17019,2,5
17024,2,1
17024,2,2
17024,2,3
17024,2,4
17024,2,5
17027,2,1
17027,2,2
17027,2,3
17027,2,4
17027,2,5
17031,2,1
17031,2,2
17031,2,3
17031,2,4
17031,2,5
17034,2,1
17034,2,2
17034,2,3
17034,2,4
17034,2,5
17037,2,1
17037,2,2
17037,2,3
17037,2,4
17037,2,5
17042,2,1
17042,2,2
17042,2,3
17042,2,4
17042,2,5
17044,2,1
17044,2,2
17044,2,3
17044,2,4
17044,2,5
17062,2,1
17062,2,2
17062,2,3
17062,2,4
17062,2,5
17065,2,1
17065,2,2
17065,2,3
17065,2,4
17065,2,5
17068,2,1
17068,2,2
17068,2,3
17068,2,4
17068,2,5
17069,2,1
17069,2,2
17069,2,3
17069,2,4
17069,2,5
17073,2,1
17073,2,2
17073,2,3
17073,2,4
17073,2,5
17080,2,1
17080,2,2
17080,2,3
17080,2,4
17080,2,5
17081,2,1
17081,2,2
17081,2,3
17081,2,4
17081,2,5
17084,2,1
17084,2,2
17084,2,3
17084,2,4
17084,2,5
17091,2,1
17091,2,2
17091,2,3
17091,2,4
17091,2,5
17096,2,1
17096,2,2
17096,2,3
17096,2,4
17096,2,5
17101,2,1
17101,2,2
17101,2,3
17101,2,4
17101,2,5
17102,2,1
17102,2,2
17102,2,3
17102,2,4
17102,2,5
17103,2,1
17103,2,2
17103,2,3
17103,2,4
17103,2,5
17105,2,1
17105,2,2
17105,2,3
17105,2,4
17105,2,5
17106,2,1
17106,2,2
17106,2,3
17106,2,4
17106,2,5
17108,2,1
17108,2,2
17108,2,3
17108,2,4
17108,2,5
17109,2,1
17109,2,2
17109,2,3
17109,2,4
17109,2,5
17110,2,1
17110,2,2
17110,2,3
17110,2,4
17110,2,5
17116,2,1
17116,2,2
17116,2,3
17116,2,4
17116,2,5
17124,2,1
17124,2,2
17124,2,3
17124,2,4
17124,2,5
17134,2,1
17134,2,2
17134,2,3
17134,2,4
17134,2,5
17136,2,1
17136,2,2
17136,2,3
17136,2,4
17136,2,5
17141,2,1
17141,2,2
17141,2,3
17141,2,4
17141,2,5
17143,2,1
17143,2,2
17143,2,3
17143,2,4
17143,2,5
17144,2,1
17144,2,2
17144,2,3
17144,2,4
17144,2,5
17151,2,1
17151,2,2
17151,2,3
17151,2,4
17151,2,5
17155,2,1
17155,2,2
17155,2,3
17155,2,4
17155,2,5
17157,2,1
17157,2,2
17157,2,3
17157,2,4
17157,2,5
17162,2,1
17162,2,2
17162,2,3
17162,2,4
17162,2,5
17163,2,1
17163,2,2
17163,2,3
17163,2,4
17163,2,5
17165,2,1
17165,2,2
17165,2,3
17165,2,4
17165,2,5
17168,2,1
17168,2,2
17168,2,3
17168,2,4
17168,2,5
17169,2,1
17169,2,2
17169,2,3
17169,2,4
17169,2,5
17179,2,1
17179,2,2
17179,2,3
17179,2,4
17179,2,5
17190,2,1
17190,2,2
17190,2,3
17190,2,4
17190,2,5
17192,2,1
17192,2,2
17192,2,3
17192,2,4
17192,2,5
17196,2,1
17196,2,2
17196,2,3
17196,2,4
17196,2,5
17201,2,1
17201,2,2
17201,2,3
17201,2,4
17201,2,5
17205,2,1
17205,2,2
17205,2,3
17205,2,4
17205,2,5
17206,2,1
17206,2,2
17206,2,3
17206,2,4
17206,2,5
17208,2,1
17208,2,2
17208,2,3
17208,2,4
17208,2,5
17209,2,1
17209,2,2
17209,2,3
17209,2,4
17209,2,5
17218,2,1
17218,2,2
17218,2,3
17218,2,4
17218,2,5
17220,2,1
17220,2,2
17220,2,3
17220,2,4
17220,2,5
17226,2,1
17226,2,2
17226,2,3
17226,2,4
17226,2,5
17228,2,1
17228,2,2
17228,2,3
17228,2,4
17228,2,5
17230,2,1
17230,2,2
17230,2,3
17230,2,4
17230,2,5
17236,2,1
17236,2,2
17236,2,3
17236,2,4
17236,2,5
17239,2,1
17239,2,2
17239,2,3
17239,2,4
17239,2,5
17241,2,1
17241,2,2
17241,2,3
17241,2,4
17241,2,5
17252,2,1
17252,2,2
17252,2,3
17252,2,4
17252,2,5
17253,2,1
17253,2,2
17253,2,3
17253,2,4
17253,2,5
17256,2,1
17256,2,2
17256,2,3
17256,2,4
17256,2,5
17260,2,1
17260,2,2
17260,2,3
17260,2,4
17260,2,5
17264,2,1
17264,2,2
17264,2,3
17264,2,4
17264,2,5
17265,2,1
17265,2,2
17265,2,3
17265,2,4
17265,2,5
17272,2,1
17272,2,2
17272,2,3
17272,2,4
17272,2,5
17275,2,1
17275,2,2
17275,2,3
17275,2,4
17275,2,5
17279,2,1
17279,2,2
17279,2,3
17279,2,4
17279,2,5
17287,2,1
17287,2,2
17287,2,3
17287,2,4
17287,2,5
17290,2,1
17290,2,2
17290,2,3
17290,2,4
17290,2,5
17292,2,1
17292,2,2
17292,2,3
17292,2,4
17292,2,5
17299,2,1
17299,2,2
17299,2,3
17299,2,4
17299,2,5
17300,2,1
17300,2,2
17300,2,3
17300,2,4
17300,2,5
17303,2,1
17303,2,2
17303,2,3
17303,2,4
17303,2,5
17307,2,1
17307,2,2
17307,2,3
17307,2,4
17307,2,5
17310,2,1
17310,2,2
17310,2,3
17310,2,4
17310,2,5
17311,2,1
17311,2,2
17311,2,3
17311,2,4
17311,2,5
17319,2,1
17319,2,2
17319,2,3
17319,2,4
17319,2,5
17320,2,1
17320,2,2
17320,2,3
17320,2,4
17320,2,5
17332,2,1
17332,2,2
17332,2,3
17332,2,4
17332,2,5
17334,2,1
17334,2,2
17334,2,3
17334,2,4
17334,2,5
17335,2,1
17335,2,2
17335,2,3
17335,2,4
17335,2,5
17337,2,1
17337,2,2
17337,2,3
17337,2,4
17337,2,5
17340,2,1
17340,2,2
17340,2,3
17340,2,4
17340,2,5
17354,2,1
17354,2,2
17354,2,3
17354,2,4
17354,2,5
17362,2,1
17362,2,2
17362,2,3
17362,2,4
17362,2,5
17368,2,1
17368,2,2
17368,2,3
17368,2,4
17368,2,5
17372,2,1
17372,2,2
17372,2,3
17372,2,4
17372,2,5
17374,2,1
17374,2,2
17374,2,3
17374,2,4
17374,2,5
17376,2,1
17376,2,2
17376,2,3
17376,2,4
17376,2,5
17378,2,1
17378,2,2
17378,2,3
17378,2,4
17378,2,5
17385,2,1
17385,2,2
17385,2,3
17385,2,4
17385,2,5
17388,2,1
17388,2,2
17388,2,3
17388,2,4
17388,2,5
17391,2,1
17391,2,2
17391,2,3
17391,2,4
17391,2,5
17396,2,1
17396,2,2
17396,2,3
17396,2,4
17396,2,5
17397,2,1
17397,2,2
17397,2,3
17397,2,4
17397,2,5
17404,2,1
17404,2,2
17404,2,3
17404,2,4
17404,2,5
17407,2,1
17407,2,2
17407,2,3
17407,2,4
17407,2,5
17414,2,1
17414,2,2
17414,2,3
17414,2,4
17414,2,5
17416,2,1
17416,2,2
17416,2,3
17416,2,4
17416,2,5
17422,2,1
17422,2,2
17422,2,3
17422,2,4
17422,2,5
17423,2,1
17423,2,2
17423,2,3
17423,2,4
17423,2,5
17427,2,1
17427,2,2
17427,2,3
17427,2,4
17427,2,5
17433,2,1
17433,2,2
17433,2,3
17433,2,4
17433,2,5
17435,2,1
17435,2,2
17435,2,3
17435,2,4
17435,2,5
17437,2,1
17437,2,2
17437,2,3
17437,2,4
17437,2,5
17438,2,1
17438,2,2
17438,2,3
17438,2,4
17438,2,5
17439,2,1
17439,2,2
17439,2,3
17439,2,4
17439,2,5
17441,2,1
17441,2,2
17441,2,3
17441,2,4
17441,2,5
17445,2,1
17445,2,2
17445,2,3
17445,2,4
17445,2,5
17446,2,1
17446,2,2
17446,2,3
17446,2,4
17446,2,5
17450,2,1
17450,2,2
17450,2,3
17450,2,4
17450,2,5
17451,2,1
17451,2,2
17451,2,3
17451,2,4
17451,2,5
17453,2,1
17453,2,2
17453,2,3
17453,2,4
17453,2,5
17458,2,1
17458,2,2
17458,2,3
17458,2,4
17458,2,5
17459,2,1
17459,2,2
17459,2,3
17459,2,4
17459,2,5
17463,2,1
17463,2,2
17463,2,3
17463,2,4
17463,2,5
17465,2,1
17465,2,2
17465,2,3
17465,2,4
17465,2,5
17466,2,1
17466,2,2
17466,2,3
17466,2,4
17466,2,5
17482,2,1
17482,2,2
17482,2,3
17482,2,4
17482,2,5
17483,2,1
17483,2,2
17483,2,3
17483,2,4
17483,2,5
17492,2,1
17492,2,2
17492,2,3
17492,2,4
17492,2,5
17499,2,1
17499,2,2
17499,2,3
17499,2,4
17499,2,5
17505,2,1
17505,2,2
17505,2,3
17505,2,4
17505,2,5
17513,2,1
17513,2,2
17513,2,3
17513,2,4
17513,2,5
17515,2,1
17515,2,2
17515,2,3
17515,2,4
17515,2,5
17523,2,1
17523,2,2
17523,2,3
17523,2,4
17523,2,5
17525,2,1
17525,2,2
17525,2,3
17525,2,4
17525,2,5
17529,2,1
17529,2,2
17529,2,3
17529,2,4
17529,2,5
17530,2,1
17530,2,2
17530,2,3
17530,2,4
17530,2,5
17534,2,1
17534,2,2
17534,2,3
17534,2,4
17534,2,5
17543,2,1
17543,2,2
17543,2,3
17543,2,4
17543,2,5
17548,2,1
17548,2,2
17548,2,3
17548,2,4
17548,2,5
17552,2,1
17552,2,2
17552,2,3
17552,2,4
17552,2,5
17558,2,1
17558,2,2
17558,2,3
17558,2,4
17558,2,5
17567,2,1
17567,2,2
17567,2,3
17567,2,4
17567,2,5
17576,2,1
17576,2,2
17576,2,3
17576,2,4
17576,2,5
17578,2,1
17578,2,2
17578,2,3
17578,2,4
17578,2,5
17586,2,1
17586,2,2
17586,2,3
17586,2,4
17586,2,5
17596,2,1
17596,2,2
17596,2,3
17596,2,4
17596,2,5
17600,2,1
17600,2,2
17600,2,3
17600,2,4
17600,2,5
17603,2,1
17603,2,2
17603,2,3
17603,2,4
17603,2,5
17605,2,1
17605,2,2
17605,2,3
17605,2,4
17605,2,5
17609,2,1
17609,2,2
17609,2,3
17609,2,4
17609,2,5
17615,2,1
17615,2,2
17615,2,3
17615,2,4
17615,2,5
17617,2,1
17617,2,2
17617,2,3
17617,2,4
17617,2,5
17622,2,1
17622,2,2
17622,2,3
17622,2,4
17622,2,5
17628,2,1
17628,2,2
17628,2,3
17628,2,4
17628,2,5
17631,2,1
17631,2,2
17631,2,3
17631,2,4
17631,2,5
17633,2,1
17633,2,2
17633,2,3
17633,2,4
17633,2,5
17636,2,1
17636,2,2
17636,2,3
17636,2,4
17636,2,5
17655,2,1
17655,2,2
17655,2,3
17655,2,4
17655,2,5
17659,2,1
17659,2,2
17659,2,3
17659,2,4
17659,2,5
17660,2,1
17660,2,2
17660,2,3
17660,2,4
17660,2,5
17661,2,1
17661,2,2
17661,2,3
17661,2,4
17661,2,5
17665,2,1
17665,2,2
17665,2,3
17665,2,4
17665,2,5
17674,2,1
17674,2,2
17674,2,3
17674,2,4
17674,2,5
17676,2,1
17676,2,2
17676,2,3
17676,2,4
17676,2,5
17684,2,1
17684,2,2
17684,2,3
17684,2,4
17684,2,5
17690,2,1
17690,2,2
17690,2,3
17690,2,4
17690,2,5
17694,2,1
17694,2,2
17694,2,3
17694,2,4
17694,2,5
17697,2,1
17697,2,2
17697,2,3
17697,2,4
17697,2,5
17698,2,1
17698,2,2
17698,2,3
17698,2,4
17698,2,5
17703,2,1
17703,2,2
17703,2,3
17703,2,4
17703,2,5
17711,2,1
17711,2,2
17711,2,3
17711,2,4
17711,2,5
17713,2,1
17713,2,2
17713,2,3
17713,2,4
17713,2,5
17715,2,1
17715,2,2
17715,2,3
17715,2,4
17715,2,5
17717,2,1
17717,2,2
17717,2,3
17717,2,4
17717,2,5
17719,2,1
17719,2,2
17719,2,3
17719,2,4
17719,2,5
17720,2,1
17720,2,2
17720,2,3
17720,2,4
17720,2,5
17725,2,1
17725,2,2
17725,2,3
17725,2,4
17725,2,5
17726,2,1
17726,2,2
17726,2,3
17726,2,4
17726,2,5
17729,2,1
17729,2,2
17729,2,3
17729,2,4
17729,2,5
17732,2,1
17732,2,2
17732,2,3
17732,2,4
17732,2,5
17733,2,1
17733,2,2
17733,2,3
17733,2,4
17733,2,5
17736,2,1
